epoch,train_loss,valid_loss,accuracy,f1_score,time
0,2.6150412559509277,2.108344078063965,0.40954774618148804,0.40954773869346733,02:01
1,2.279489278793335,1.975330114364624,0.4437185823917389,0.44371859296482413,01:59
2,2.169898271560669,1.9812123775482178,0.4195979833602905,0.4195979899497488,01:57
3,2.138634443283081,1.939247727394104,0.4582914710044861,0.45829145728643217,01:58
4,2.1047916412353516,1.9327976703643799,0.4567839205265045,0.45678391959799,01:57
5,2.0807948112487793,1.914900779724121,0.4527638256549835,0.45276381909547736,01:58
6,2.0624032020568848,1.909672498703003,0.4522612988948822,0.45226130653266333,01:58
7,2.043541193008423,1.9042434692382812,0.46331658959388733,0.46331658291457284,01:58
8,2.0326387882232666,1.88456130027771,0.47788944840431213,0.47788944723618093,01:57
9,2.0224380493164062,1.8773975372314453,0.4663316607475281,0.4663316582914573,01:58
10,2.0208945274353027,1.8859285116195679,0.4693467319011688,0.46934673366834173,01:58
11,2.0041489601135254,1.8757115602493286,0.46984925866127014,0.46984924623115576,01:58
12,2.004054307937622,1.8685706853866577,0.4814070463180542,0.4814070351758794,01:58
13,1.9811798334121704,1.8727730512619019,0.4688442349433899,0.46884422110552765,01:58
14,1.994981288909912,1.856447696685791,0.4673366844654083,0.46733668341708545,01:58
15,1.9793343544006348,1.8454957008361816,0.47638189792633057,0.4763819095477387,02:02
16,1.958391547203064,1.844100832939148,0.48190954327583313,0.4819095477386935,01:58
17,1.9444907903671265,1.8387304544448853,0.48241207003593445,0.4824120603015075,01:58
18,1.9479869604110718,1.841819167137146,0.4874371886253357,0.48743718592964824,01:58
19,1.9366419315338135,1.83944571018219,0.48391959071159363,0.48391959798994977,01:58
20,1.9329028129577637,1.8318926095962524,0.48391959071159363,0.48391959798994977,01:58
21,1.926665186882019,1.826320767402649,0.4773869216442108,0.47738693467336685,01:58
22,1.9532173871994019,1.8172094821929932,0.5015075206756592,0.5015075376884423,01:58
23,1.9309850931167603,1.8190919160842896,0.49095478653907776,0.4909547738693467,01:58
24,1.901620626449585,1.8350658416748047,0.49095478653907776,0.4909547738693467,01:57
25,1.9047331809997559,1.8132952451705933,0.5020100474357605,0.5020100502512563,01:58
26,1.9152566194534302,1.8181827068328857,0.49246230721473694,0.49246231155778897,01:57
27,1.9150078296661377,1.8202152252197266,0.4934673309326172,0.4934673366834171,01:56
28,1.9001585245132446,1.828831434249878,0.4974874258041382,0.49748743718592964,01:57
29,1.9126569032669067,1.8013989925384521,0.5035175681114197,0.5035175879396985,01:57
30,1.8946324586868286,1.8092074394226074,0.49648240208625793,0.4964824120603015,01:58
31,1.9182281494140625,1.8053797483444214,0.48442211747169495,0.4844221105527638,01:58
32,1.9057973623275757,1.8042657375335693,0.5045226216316223,0.5045226130653266,01:58
33,1.8872755765914917,1.8063068389892578,0.4979899525642395,0.4979899497487437,01:58
34,1.884860873222351,1.813204050064087,0.49095478653907776,0.4909547738693467,01:57
35,1.880555510520935,1.8120790719985962,0.4939698576927185,0.49396984924623116,01:58
36,1.8786042928695679,1.8083457946777344,0.49648240208625793,0.4964824120603015,01:58
37,1.896493911743164,1.8022106885910034,0.5,0.5,01:59
38,1.8646732568740845,1.80945885181427,0.48190954327583313,0.4819095477386935,01:59
39,1.8685481548309326,1.781816840171814,0.5115578174591064,0.5115577889447236,01:58
40,1.8719903230667114,1.8070263862609863,0.5065326690673828,0.5065326633165829,01:58
41,1.8878968954086304,1.8005720376968384,0.5060301423072815,0.5060301507537689,01:58
42,1.8552415370941162,1.788772702217102,0.5125628113746643,0.5125628140703518,01:58
43,1.873773455619812,1.7901604175567627,0.5105527639389038,0.5105527638190954,01:58
44,1.8512845039367676,1.7982802391052246,0.5055276155471802,0.5055276381909548,01:58
45,1.8532968759536743,1.8064452409744263,0.5,0.5,01:57
46,1.8477989435195923,1.8098043203353882,0.4899497628211975,0.4899497487437186,01:58
47,1.8491086959838867,1.803875207901001,0.5130653381347656,0.5130653266331658,01:58
48,1.849121332168579,1.7991163730621338,0.5020100474357605,0.5020100502512563,01:58
49,1.845862865447998,1.8028944730758667,0.49849244952201843,0.4984924623115578,02:31
50,1.8589696884155273,1.800940752029419,0.48643216490745544,0.4864321608040201,03:08
51,1.8405327796936035,1.8013241291046143,0.504020094871521,0.5040201005025126,03:11
52,1.8385781049728394,1.7968720197677612,0.49698492884635925,0.49698492462311555,03:12
53,1.8429158926010132,1.790359377861023,0.5030151009559631,0.5030150753768844,03:15
54,1.8277469873428345,1.801029086112976,0.49648240208625793,0.4964824120603015,03:15
55,1.8261747360229492,1.79694664478302,0.5030151009559631,0.5030150753768844,03:16
56,1.8270795345306396,1.8067920207977295,0.5085427165031433,0.5085427135678392,03:15
57,1.8241488933563232,1.8140188455581665,0.48643216490745544,0.4864321608040201,03:16
58,1.840570092201233,1.7995800971984863,0.5015075206756592,0.5015075376884423,03:16
59,1.8329840898513794,1.78766667842865,0.5025125741958618,0.5025125628140703,03:18
60,1.836417555809021,1.8006131649017334,0.5075376629829407,0.507537688442211,03:18
61,1.8293147087097168,1.8074116706848145,0.5085427165031433,0.5085427135678392,03:16
62,1.8294466733932495,1.7978585958480835,0.5015075206756592,0.5015075376884423,03:16
63,1.839663028717041,1.8016349077224731,0.5070351958274841,0.507035175879397,03:17
64,1.8174333572387695,1.7672202587127686,0.5145728588104248,0.5145728643216081,03:16
65,1.8089580535888672,1.797075867652893,0.5030151009559631,0.5030150753768844,03:16
66,1.812585473060608,1.7930161952972412,0.5110552906990051,0.5110552763819095,03:16
67,1.7843214273452759,1.808517336845398,0.4974874258041382,0.49748743718592964,03:17
68,1.793622374534607,1.7789549827575684,0.5075376629829407,0.507537688442211,03:17
69,1.8033345937728882,1.779264211654663,0.4994974732398987,0.4994974874371859,03:15
70,1.773159146308899,1.7786328792572021,0.520100474357605,0.5201005025125628,03:17
71,1.7541143894195557,1.7803468704223633,0.5125628113746643,0.5125628140703518,03:14
72,1.7669079303741455,1.772709608078003,0.5165829062461853,0.5165829145728643,03:16
73,1.7710778713226318,1.7843725681304932,0.5100502371788025,0.5100502512562815,03:16
74,1.7772473096847534,1.7701343297958374,0.5105527639389038,0.5105527638190954,03:17
75,1.7725317478179932,1.7750571966171265,0.5150753855705261,0.5150753768844221,03:16
76,1.7582279443740845,1.7781356573104858,0.516080379486084,0.5160804020100502,03:14
77,1.7671051025390625,1.784429669380188,0.5180904269218445,0.5180904522613066,03:16
78,1.749693512916565,1.771702527999878,0.5236181020736694,0.5236180904522613,03:15
79,1.7385175228118896,1.7881994247436523,0.5110552906990051,0.5110552763819095,03:15
