epoch,train_loss,valid_loss,accuracy,f1_score,time
0,2.750087261199951,2.3178164958953857,0.3582914471626282,0.35829145728643214,02:50
1,2.378826856613159,2.0719339847564697,0.4183416962623596,0.4183417085427136,02:50
2,2.247093439102173,2.0679893493652344,0.40427136421203613,0.4042713567839196,02:49
3,2.216456651687622,2.1201319694519043,0.3884422183036804,0.3884422110552763,02:49
4,2.129913330078125,1.989861249923706,0.43391960859298706,0.4339195979899497,02:50
5,2.1069936752319336,1.9353615045547485,0.44597989320755005,0.44597989949748745,02:50
6,2.0914034843444824,1.9384516477584839,0.4497487545013428,0.44974874371859297,02:50
7,2.0491843223571777,1.8550193309783936,0.48844221234321594,0.4884422110552764,02:49
8,2.0298001766204834,1.8670319318771362,0.4781407117843628,0.4781407035175879,02:51
9,2.0097038745880127,1.9083285331726074,0.4680904448032379,0.4680904522613065,02:51
10,2.0277159214019775,1.810081124305725,0.5020100474357605,0.5020100502512563,02:51
11,1.9846198558807373,1.8151884078979492,0.49497488141059875,0.4949748743718593,02:51
12,1.9599822759628296,1.8409417867660522,0.49572864174842834,0.4957286432160804,02:51
13,1.9705767631530762,1.7755788564682007,0.5135678648948669,0.5135678391959799,02:51
14,1.933246374130249,1.7859447002410889,0.5125628113746643,0.5125628140703518,02:50
15,1.939380407333374,1.7914338111877441,0.5103015303611755,0.5103015075376884,02:49
16,1.9274990558624268,1.773610234260559,0.5216080546379089,0.521608040201005,02:49
17,1.9205491542816162,1.7815051078796387,0.5198492407798767,0.5198492462311558,02:51
18,1.8948287963867188,1.8256787061691284,0.48366832733154297,0.4836683417085427,02:51
19,1.8870329856872559,1.7347400188446045,0.5321608185768127,0.5321608040201005,02:50
20,1.8743072748184204,1.7421936988830566,0.5351758599281311,0.535175879396985,02:50
21,1.8293594121932983,1.7822388410568237,0.5140703320503235,0.514070351758794,02:49
22,1.841983437538147,1.7373740673065186,0.5309045314788818,0.5309045226130653,02:48
23,1.8272560834884644,1.7358392477035522,0.5291457176208496,0.5291457286432161,02:50
24,1.8153337240219116,1.873626708984375,0.4766331613063812,0.4766331658291457,02:48
25,1.790228247642517,1.7848135232925415,0.5263819098472595,0.5263819095477387,02:50
26,1.7651104927062988,1.7440968751907349,0.537939727306366,0.5379396984924623,02:50
27,1.7409846782684326,1.7854814529418945,0.5248743891716003,0.5248743718592965,02:48
28,1.7165571451187134,1.7185008525848389,0.544723629951477,0.5447236180904522,02:50
29,1.717265248298645,1.7646805047988892,0.5291457176208496,0.5291457286432161,02:49
30,1.6799215078353882,1.753283977508545,0.5329145789146423,0.5329145728643216,02:49
31,1.6681526899337769,1.7381728887557983,0.5417085289955139,0.5417085427135678,02:50
32,1.6432812213897705,1.7999012470245361,0.5376884341239929,0.5376884422110553,02:50
33,1.5936473608016968,1.7861382961273193,0.532412052154541,0.5324120603015076,02:50
34,1.5431628227233887,1.7461473941802979,0.5560301542282104,0.5560301507537688,02:50
35,1.5083966255187988,1.761979341506958,0.560804009437561,0.5608040201005026,02:50
36,1.4726649522781372,1.7581522464752197,0.5613065361976624,0.5613065326633165,02:49
37,1.4421324729919434,1.751320481300354,0.5592964887619019,0.5592964824120603,02:49
38,1.4268090724945068,1.762995958328247,0.558040201663971,0.5580402010050252,02:51
39,1.3890738487243652,1.7561954259872437,0.5597990155220032,0.5597989949748744,02:50
