epoch,train_loss,valid_loss,accuracy,f1_score,time
0,3.015040874481201,2.725797414779663,0.2218649536371231,0.22186495176848875,02:18
1,2.6258316040039062,2.465771198272705,0.2942122220993042,0.2942122186495177,02:18
2,2.502199649810791,2.6864113807678223,0.36696141958236694,0.3669614147909968,02:16
3,2.351952314376831,2.4600658416748047,0.2688906788825989,0.26889067524115756,02:20
4,2.2480146884918213,2.1706442832946777,0.3681671917438507,0.36816720257234725,02:16
5,2.156848430633545,2.056906223297119,0.39308682084083557,0.3930868167202573,02:16
6,2.122907876968384,2.173110246658325,0.33802250027656555,0.3380225080385852,02:16
7,2.0769007205963135,2.013061285018921,0.41639870405197144,0.41639871382636656,02:17
8,2.044363260269165,2.0710525512695312,0.39509645104408264,0.395096463022508,02:16
9,2.023348569869995,2.036135673522949,0.3954983949661255,0.3954983922829582,02:16
10,1.972858190536499,1.9569246768951416,0.4336816668510437,0.4336816720257235,02:17
11,1.9520143270492554,1.92043137550354,0.45618972182273865,0.4561897106109325,02:16
12,1.939086675643921,1.9433939456939697,0.4529742896556854,0.4529742765273312,02:17
13,1.9168586730957031,1.9043065309524536,0.4521704316139221,0.4521704180064309,02:17
14,1.8848918676376343,1.8944134712219238,0.44694533944129944,0.44694533762057875,02:16
15,1.882501482963562,2.0298678874969482,0.40072348713874817,0.4007234726688103,02:16
16,1.853243350982666,1.8711053133010864,0.4618167281150818,0.46181672025723475,02:17
17,1.8319965600967407,1.8428407907485962,0.46985530853271484,0.46985530546623794,02:17
18,1.8314095735549927,1.937445878982544,0.4453376233577728,0.4453376205787781,02:16
19,1.835095763206482,1.8017520904541016,0.49276527762413025,0.4927652733118971,02:18
20,1.7921380996704102,1.8126256465911865,0.48512861132621765,0.48512861736334406,02:17
21,1.767478346824646,1.857111930847168,0.46221864223480225,0.46221864951768493,02:16
22,1.7612009048461914,1.8268091678619385,0.46905145049095154,0.4690514469453376,02:17
23,1.7577234506607056,1.810149908065796,0.4823151230812073,0.48231511254019294,02:16
24,1.7126880884170532,1.8316891193389893,0.46905145049095154,0.4690514469453376,02:16
25,1.7194911241531372,1.804559350013733,0.48512861132621765,0.48512861736334406,02:17
26,1.7156929969787598,1.7890352010726929,0.4923633337020874,0.49236334405144694,02:17
27,1.6933163404464722,1.8168541193008423,0.4795016050338745,0.4795016077170418,02:16
28,1.7165899276733398,1.7915979623794556,0.5048231482505798,0.5048231511254019,02:17
29,1.6968822479248047,1.7918531894683838,0.493971049785614,0.49397106109324757,02:17
30,1.6741167306900024,1.7753942012786865,0.5076366662979126,0.507636655948553,02:17
31,1.6474887132644653,1.7875854969024658,0.5080385804176331,0.5080385852090032,02:17
32,1.6392778158187866,1.7753082513809204,0.5265273451805115,0.5265273311897106,02:16
33,1.6639958620071411,1.8262144327163696,0.4839228391647339,0.48392282958199356,02:16
34,1.6350257396697998,1.791849136352539,0.5044212341308594,0.5044212218649518,02:16
35,1.6275608539581299,1.7792916297912598,0.5072347521781921,0.5072347266881029,02:16
36,1.5937414169311523,1.7568013668060303,0.5196945071220398,0.5196945337620579,02:16
37,1.5849931240081787,1.7879574298858643,0.5132636427879333,0.5132636655948553,02:16
38,1.5674830675125122,1.7422114610671997,0.5341640114784241,0.5341639871382636,02:16
39,1.5356910228729248,1.7335858345031738,0.5462218523025513,0.5462218649517685,02:16
40,1.5197783708572388,1.7283188104629517,0.5442122220993042,0.5442122186495176,02:16
41,1.50003182888031,1.7056447267532349,0.5534566044807434,0.5534565916398714,02:16
42,1.4888644218444824,1.7051990032196045,0.55506432056427,0.555064308681672,02:17
43,1.4929451942443848,1.7061570882797241,0.553054690361023,0.5530546623794212,02:16
44,1.4757095575332642,1.703131914138794,0.5518488883972168,0.5518488745980707,02:17
